,Location,ParentLocation,PM25_Value,Average_PM25
5160,Syrian Arab Republic,Eastern Mediterranean,24.31,38.40368181818182
5161,Sudan,Eastern Mediterranean,24.32,38.40368181818182
5162,Poland,Europe,24.35,19.244726923076925
5163,Jordan,Eastern Mediterranean,24.4,38.40368181818182
5164,Thailand,South-East Asia,24.4,32.1457962962963
5165,Philippines,Western Pacific,24.46,15.497559322033897
5166,Jordan,Eastern Mediterranean,24.47,38.40368181818182
5167,Malaysia,Western Pacific,24.53,15.497559322033897
5168,Gabon,Africa,24.74,29.812282051282054
5169,Guatemala,Americas,24.82,14.645727810650888
5170,Angola,Africa,24.82,29.812282051282054
5171,Jordan,Eastern Mediterranean,24.88,38.40368181818182
5172,Jordan,Eastern Mediterranean,24.88,38.40368181818182
5173,Equatorial Guinea,Africa,24.88,29.812282051282054
5174,Poland,Europe,24.9,19.244726923076925
5175,Georgia,Europe,24.91,19.244726923076925
5176,Chile,Americas,25.06,14.645727810650888
5177,El Salvador,Americas,25.08,14.645727810650888
5178,Thailand,South-East Asia,25.18,32.1457962962963
5179,Serbia,Europe,25.19,19.244726923076925
5180,Guatemala,Americas,25.22,14.645727810650888
5181,Tunisia,Eastern Mediterranean,25.31,38.40368181818182
5182,Equatorial Guinea,Africa,25.46,29.812282051282054
5183,Poland,Europe,25.56,19.244726923076925
5184,Syrian Arab Republic,Eastern Mediterranean,25.6,38.40368181818182
5185,Chile,Americas,25.62,14.645727810650888
5186,Central African Republic,Africa,25.72,29.812282051282054
5187,Myanmar,South-East Asia,25.79,32.1457962962963
5188,Georgia,Europe,25.94,19.244726923076925
5189,Tunisia,Eastern Mediterranean,25.98,38.40368181818182
5190,Myanmar,South-East Asia,26.08,32.1457962962963
5191,Serbia,Europe,26.27,19.244726923076925
5192,El Salvador,Americas,26.29,14.645727810650888
5193,Myanmar,South-East Asia,26.38,32.1457962962963
5194,Serbia,Europe,26.43,19.244726923076925
5195,Cabo Verde,Africa,26.5,29.812282051282054
5196,Guatemala,Americas,26.5,14.645727810650888
5197,Republic of Korea,Western Pacific,26.57,15.497559322033897
5198,Bolivia (Plurinational State of),Americas,26.68,14.645727810650888
5199,Burundi,Africa,26.7,29.812282051282054
5200,Bolivia (Plurinational State of),Americas,26.72,14.645727810650888
5201,Myanmar,South-East Asia,26.72,32.1457962962963
5202,Myanmar,South-East Asia,26.93,32.1457962962963
5203,Central African Republic,Africa,27.0,29.812282051282054
5204,Tunisia,Eastern Mediterranean,27.01,38.40368181818182
5205,Serbia,Europe,27.03,19.244726923076925
5206,El Salvador,Americas,27.04,14.645727810650888
5207,Equatorial Guinea,Africa,27.07,29.812282051282054
5208,"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,27.26,38.40368181818182
5209,Bolivia (Plurinational State of),Americas,27.48,14.645727810650888
5210,Serbia,Europe,27.5,19.244726923076925
5211,Central African Republic,Africa,27.61,29.812282051282054
5212,"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,27.63,38.40368181818182
5213,El Salvador,Americas,27.74,14.645727810650888
5214,Sao Tome and Principe,Africa,27.75,29.812282051282054
5215,Kazakhstan,Europe,27.76,19.244726923076925
5216,Angola,Africa,27.79,29.812282051282054
5217,Tunisia,Eastern Mediterranean,27.8,38.40368181818182
5218,Gabon,Africa,27.9,29.812282051282054
5219,North Macedonia,Europe,27.99,19.244726923076925
5220,Iran (Islamic Republic of),Eastern Mediterranean,28.16,38.40368181818182
5221,Burundi,Africa,28.28,29.812282051282054
5222,Burundi,Africa,28.34,29.812282051282054
5223,Libya,Eastern Mediterranean,28.36,38.40368181818182
5224,Azerbaijan,Europe,28.36,19.244726923076925
5225,Guatemala,Americas,28.39,14.645727810650888
5226,Libya,Eastern Mediterranean,28.52,38.40368181818182
5227,Angola,Africa,28.56,29.812282051282054
5228,Burundi,Africa,28.64,29.812282051282054
5229,Congo,Africa,28.65,29.812282051282054
5230,Libya,Eastern Mediterranean,28.67,38.40368181818182
5231,North Macedonia,Europe,28.71,19.244726923076925
5232,Iran (Islamic Republic of),Eastern Mediterranean,28.85,38.40368181818182
5233,Peru,Americas,28.9,14.645727810650888
5234,Republic of Korea,Western Pacific,28.95,15.497559322033897
5235,El Salvador,Americas,29.02,14.645727810650888
5236,Iran (Islamic Republic of),Eastern Mediterranean,29.06,38.40368181818182
5237,Democratic Republic of the Congo,Africa,29.09,29.812282051282054
5238,Tunisia,Eastern Mediterranean,29.14,38.40368181818182
5239,Burundi,Africa,29.18,29.812282051282054
5240,Republic of Korea,Western Pacific,29.25,15.497559322033897
5241,Bosnia and Herzegovina,Europe,29.31,19.244726923076925
5242,Bolivia (Plurinational State of),Americas,29.36,14.645727810650888
5243,Republic of Korea,Western Pacific,29.37,15.497559322033897
5244,Azerbaijan,Europe,29.39,19.244726923076925
5245,Bhutan,South-East Asia,29.72,32.1457962962963
5246,Uganda,Africa,29.75,29.812282051282054
5247,Republic of Korea,Western Pacific,29.9,15.497559322033897
5248,Azerbaijan,Europe,29.93,19.244726923076925
5249,Bolivia (Plurinational State of),Americas,29.97,14.645727810650888
5250,Libya,Eastern Mediterranean,29.98,38.40368181818182
5251,"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,30.03,38.40368181818182
5252,Bhutan,South-East Asia,30.1,32.1457962962963
5253,Cabo Verde,Africa,30.11,29.812282051282054
5254,Peru,Americas,30.21,14.645727810650888
5255,Sao Tome and Principe,Africa,30.24,29.812282051282054
5256,Uganda,Africa,30.27,29.812282051282054
5257,Benin,Africa,30.29,29.812282051282054
5258,Libya,Eastern Mediterranean,30.34,38.40368181818182
5259,North Macedonia,Europe,30.38,19.244726923076925
5260,"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,30.66,38.40368181818182
5261,Gabon,Africa,30.78,29.812282051282054
5262,Kazakhstan,Europe,30.91,19.244726923076925
5263,Turkmenistan,Europe,31.06,19.244726923076925
5264,Benin,Africa,31.13,29.812282051282054
5265,Benin,Africa,31.14,29.812282051282054
5266,Benin,Africa,31.15,29.812282051282054
5267,Cabo Verde,Africa,31.23,29.812282051282054
5268,Uganda,Africa,31.43,29.812282051282054
5269,Peru,Americas,31.47,14.645727810650888
5270,Democratic Republic of the Congo,Africa,31.47,29.812282051282054
5271,Iran (Islamic Republic of),Eastern Mediterranean,31.48,38.40368181818182
5272,Guinea-Bissau,Africa,31.51,29.812282051282054
5273,Cabo Verde,Africa,31.57,29.812282051282054
5274,Turkmenistan,Europe,31.62,19.244726923076925
5275,Liberia,Africa,31.65,29.812282051282054
5276,Gabon,Africa,31.68,29.812282051282054
5277,Benin,Africa,31.83,29.812282051282054
5278,Azerbaijan,Europe,31.89,19.244726923076925
5279,Turkmenistan,Europe,31.93,19.244726923076925
5280,Turkmenistan,Europe,31.99,19.244726923076925
5281,Bosnia and Herzegovina,Europe,32.07,19.244726923076925
5282,Sao Tome and Principe,Africa,32.12,29.812282051282054
5283,Cabo Verde,Africa,32.21,29.812282051282054
5284,Uganda,Africa,32.32,29.812282051282054
5285,Liberia,Africa,32.63,29.812282051282054
5286,"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,32.67,38.40368181818182
5287,Central African Republic,Africa,33.11,29.812282051282054
5288,Azerbaijan,Europe,33.16,19.244726923076925
5289,Iran (Islamic Republic of),Eastern Mediterranean,33.32,38.40368181818182
5290,Congo,Africa,33.37,29.812282051282054
5291,Togo,Africa,33.45,29.812282051282054
5292,Togo,Africa,33.61,29.812282051282054
5293,Armenia,Europe,33.79,19.244726923076925
5294,Turkmenistan,Europe,33.81,19.244726923076925
5295,Gambia,Africa,33.83,29.812282051282054
5296,Peru,Americas,33.83,14.645727810650888
5297,Oman,Eastern Mediterranean,34.0,38.40368181818182
5298,Democratic Republic of the Congo,Africa,34.05,29.812282051282054
5299,Iraq,Eastern Mediterranean,34.38,38.40368181818182
5300,Oman,Eastern Mediterranean,34.4,38.40368181818182
5301,Guinea-Bissau,Africa,34.42,29.812282051282054
5302,Gambia,Africa,34.44,29.812282051282054
5303,Sao Tome and Principe,Africa,34.47,29.812282051282054
5304,Guinea-Bissau,Africa,34.51,29.812282051282054
5305,Rwanda,Africa,34.59,29.812282051282054
5306,North Macedonia,Europe,34.61,19.244726923076925
5307,Rwanda,Africa,34.62,29.812282051282054
5308,Mauritania,Africa,34.65,29.812282051282054
5309,Liberia,Africa,34.66,29.812282051282054
5310,Peru,Americas,34.66,14.645727810650888
5311,Sao Tome and Principe,Africa,34.69,29.812282051282054
5312,Oman,Eastern Mediterranean,34.69,38.40368181818182
5313,Bosnia and Herzegovina,Europe,34.74,19.244726923076925
5314,Guinea,Africa,34.82,29.812282051282054
5315,Congo,Africa,34.85,29.812282051282054
5316,Togo,Africa,34.92,29.812282051282054
5317,Rwanda,Africa,34.93,29.812282051282054
5318,Mali,Africa,35.0,29.812282051282054
5319,Rwanda,Africa,35.04,29.812282051282054
5320,Iraq,Eastern Mediterranean,35.19,38.40368181818182
5321,Senegal,Africa,35.21,29.812282051282054
5322,Guinea,Africa,35.46,29.812282051282054
5323,Cote d'Ivoire,Africa,35.56,29.812282051282054
5324,Cote d'Ivoire,Africa,35.85,29.812282051282054
5325,Central African Republic,Africa,35.93,29.812282051282054
5326,Oman,Eastern Mediterranean,36.07,38.40368181818182
5327,Bosnia and Herzegovina,Europe,36.31,19.244726923076925
5328,Togo,Africa,36.49,29.812282051282054
5329,Mali,Africa,36.6,29.812282051282054
5330,Iraq,Eastern Mediterranean,36.63,38.40368181818182
5331,Kazakhstan,Europe,36.94,19.244726923076925
5332,Senegal,Africa,36.96,29.812282051282054
5333,Yemen,Eastern Mediterranean,37.0,38.40368181818182
5334,Democratic Republic of the Congo,Africa,37.01,29.812282051282054
5335,Rwanda,Africa,37.43,29.812282051282054
5336,Oman,Eastern Mediterranean,37.46,38.40368181818182
5337,Guinea,Africa,37.47,29.812282051282054
5338,Congo,Africa,37.48,29.812282051282054
5339,Senegal,Africa,37.69,29.812282051282054
5340,Burkina Faso,Africa,37.8,29.812282051282054
5341,Togo,Africa,37.8,29.812282051282054
5342,Gambia,Africa,37.96,29.812282051282054
5343,Yemen,Eastern Mediterranean,38.27,38.40368181818182
5344,Mauritania,Africa,38.32,29.812282051282054
5345,Burkina Faso,Africa,38.34,29.812282051282054
5346,Mali,Africa,38.38,29.812282051282054
5347,Sierra Leone,Africa,38.38,29.812282051282054
5348,Democratic Republic of the Congo,Africa,38.41,29.812282051282054
5349,Yemen,Eastern Mediterranean,38.52,38.40368181818182
5350,Uganda,Africa,38.68,29.812282051282054
5351,Chad,Africa,38.7,29.812282051282054
5352,United Arab Emirates,Eastern Mediterranean,38.77,38.40368181818182
5353,United Arab Emirates,Eastern Mediterranean,38.8,38.40368181818182
5354,United Arab Emirates,Eastern Mediterranean,38.82,38.40368181818182
5355,Nepal,South-East Asia,39.26,32.1457962962963
5356,Liberia,Africa,39.28,29.812282051282054
5357,Guinea-Bissau,Africa,39.43,29.812282051282054
5358,Armenia,Europe,39.52,19.244726923076925
5359,Cote d'Ivoire,Africa,39.55,29.812282051282054
5360,North Macedonia,Europe,39.56,19.244726923076925
5361,Bosnia and Herzegovina,Europe,39.6,19.244726923076925
5362,Yemen,Eastern Mediterranean,39.61,38.40368181818182
5363,Ghana,Africa,39.93,29.812282051282054
5364,Bahamas,Americas,4.98,14.645727810650888
5365,Sierra Leone,Africa,40.01,29.812282051282054
5366,Burkina Faso,Africa,40.02,29.812282051282054
5367,Iraq,Eastern Mediterranean,40.05,38.40368181818182
5368,Gambia,Africa,40.13,29.812282051282054
5369,Yemen,Eastern Mediterranean,40.27,38.40368181818182
5370,Nepal,South-East Asia,40.3,32.1457962962963
5371,Sierra Leone,Africa,40.53,29.812282051282054
5372,Armenia,Europe,40.56,19.244726923076925
5373,Liberia,Africa,40.64,29.812282051282054
5374,Mauritania,Africa,40.81,29.812282051282054
5375,Nepal,South-East Asia,41.03,32.1457962962963
5376,Chad,Africa,41.04,29.812282051282054
5377,Nepal,South-East Asia,41.23,32.1457962962963
5378,United Arab Emirates,Eastern Mediterranean,41.34,38.40368181818182
5379,Senegal,Africa,41.36,29.812282051282054
5380,Guinea,Africa,41.4,29.812282051282054
5381,Nepal,South-East Asia,41.41,32.1457962962963
5382,Mongolia,Western Pacific,41.52,15.497559322033897
5383,Kazakhstan,Europe,41.78,19.244726923076925
5384,Ghana,Africa,41.93,29.812282051282054
5385,Guinea-Bissau,Africa,42.0,29.812282051282054
5386,Gambia,Africa,42.16,29.812282051282054
5387,Iraq,Eastern Mediterranean,42.38,38.40368181818182
5388,United Arab Emirates,Eastern Mediterranean,42.38,38.40368181818182
5389,Bangladesh,South-East Asia,42.45,32.1457962962963
5390,Kyrgyzstan,Europe,42.95,19.244726923076925
5391,Chad,Africa,43.02,29.812282051282054
5392,Armenia,Europe,43.07,19.244726923076925
5393,Mongolia,Western Pacific,43.09,15.497559322033897
5394,Senegal,Africa,43.44,29.812282051282054
5395,Sierra Leone,Africa,43.63,29.812282051282054
5396,Guinea,Africa,44.01,29.812282051282054
5397,Ghana,Africa,44.33,29.812282051282054
5398,Burkina Faso,Africa,44.56,29.812282051282054
5399,Kyrgyzstan,Europe,44.6,19.244726923076925
5400,Cote d'Ivoire,Africa,44.75,29.812282051282054
5401,Mali,Africa,44.82,29.812282051282054
5402,Sierra Leone,Africa,45.13,29.812282051282054
5403,Egypt,Eastern Mediterranean,45.17,38.40368181818182
5404,Kazakhstan,Europe,45.28,19.244726923076925
5405,Uzbekistan,Europe,45.4,19.244726923076925
5406,Armenia,Europe,45.42,19.244726923076925
5407,China,Western Pacific,45.83,15.497559322033897
5408,Kyrgyzstan,Europe,46.04,19.244726923076925
5409,Kyrgyzstan,Europe,47.06,19.244726923076925
5410,Mongolia,Western Pacific,47.14,15.497559322033897
5411,Niger,Africa,47.35,29.812282051282054
5412,Bangladesh,South-East Asia,47.56,32.1457962962963
5413,Ghana,Africa,48.05,29.812282051282054
5414,Kyrgyzstan,Europe,48.55,19.244726923076925
5415,Mali,Africa,48.6,29.812282051282054
5416,Uzbekistan,Europe,48.7,19.244726923076925
5417,Niger,Africa,48.8,29.812282051282054
5418,Bahrain,Eastern Mediterranean,49.32,38.40368181818182
5419,Niger,Africa,49.35,29.812282051282054
5420,Burkina Faso,Africa,49.66,29.812282051282054
5421,Mauritania,Africa,49.79,29.812282051282054
5422,Bahrain,Eastern Mediterranean,49.93,38.40368181818182
5423,Finland,Europe,5.27,19.244726923076925
5424,Bahamas,Americas,5.29,14.645727810650888
5425,Nauru,Western Pacific,5.32,15.497559322033897
5426,Bahamas,Americas,5.32,14.645727810650888
5427,Bahamas,Americas,5.33,14.645727810650888
5428,Sweden,Europe,5.61,19.244726923076925
5429,Bahamas,Americas,5.65,14.645727810650888
5430,Finland,Europe,5.77,19.244726923076925
5431,Iceland,Europe,5.8,19.244726923076925
5432,Canada,Americas,5.85,14.645727810650888
5433,Bahrain,Eastern Mediterranean,50.12,38.40368181818182
5434,Bahrain,Eastern Mediterranean,50.16,38.40368181818182
5435,India,South-East Asia,50.84,32.1457962962963
5436,Bangladesh,South-East Asia,50.96,32.1457962962963
5437,Cote d'Ivoire,Africa,51.22,29.812282051282054
5438,Uzbekistan,Europe,51.63,19.244726923076925
5439,Cameroon,Africa,51.66,29.812282051282054
5440,Bangladesh,South-East Asia,51.89,32.1457962962963
5441,Qatar,Eastern Mediterranean,51.92,38.40368181818182
5442,Ghana,Africa,51.97,29.812282051282054
5443,Saudi Arabia,Eastern Mediterranean,51.98,38.40368181818182
5444,Nigeria,Africa,52.52,29.812282051282054
5445,Kuwait,Eastern Mediterranean,52.82,38.40368181818182
5446,Uzbekistan,Europe,52.93,19.244726923076925
5447,Saudi Arabia,Eastern Mediterranean,52.96,38.40368181818182
5448,Mauritania,Africa,53.15,29.812282051282054
5449,Chad,Africa,53.29,29.812282051282054
5450,Nigeria,Africa,53.33,29.812282051282054
5451,Qatar,Eastern Mediterranean,53.41,38.40368181818182
5452,Cameroon,Africa,53.82,29.812282051282054
5453,Niger,Africa,53.92,29.812282051282054
5454,Nigeria,Africa,53.96,29.812282051282054
5455,Pakistan,Eastern Mediterranean,54.31,38.40368181818182
5456,Bahrain,Eastern Mediterranean,54.38,38.40368181818182
5457,Nigeria,Africa,54.53,29.812282051282054
5458,Nigeria,Africa,54.72,29.812282051282054
5459,Kuwait,Eastern Mediterranean,55.14,38.40368181818182
5460,Bangladesh,South-East Asia,55.27,32.1457962962963
5461,China,Western Pacific,55.4,15.497559322033897
5462,Uzbekistan,Europe,55.44,19.244726923076925
5463,India,South-East Asia,55.58,32.1457962962963
5464,India,South-East Asia,55.89,32.1457962962963
5465,Pakistan,Eastern Mediterranean,56.26,38.40368181818182
5466,Pakistan,Eastern Mediterranean,56.28,38.40368181818182
5467,Saudi Arabia,Eastern Mediterranean,56.4,38.40368181818182
5468,China,Western Pacific,56.59,15.497559322033897
5469,Saudi Arabia,Eastern Mediterranean,56.69,38.40368181818182
5470,Saudi Arabia,Eastern Mediterranean,57.0,38.40368181818182
5471,Democratic People's Republic of Korea,South-East Asia,57.53,32.1457962962963
5472,Cameroon,Africa,57.55,29.812282051282054
5473,Niger,Africa,57.7,29.812282051282054
5474,Egypt,Eastern Mediterranean,57.77,38.40368181818182
5475,Cameroon,Africa,57.8,29.812282051282054
5476,Pakistan,Eastern Mediterranean,58.04,38.40368181818182
5477,China,Western Pacific,58.22,15.497559322033897
5478,Qatar,Eastern Mediterranean,58.29,38.40368181818182
5479,Cameroon,Africa,58.43,29.812282051282054
5480,Mongolia,Western Pacific,58.94,15.497559322033897
5481,India,South-East Asia,59.07,32.1457962962963
5482,Qatar,Eastern Mediterranean,59.3,38.40368181818182
5483,Chad,Africa,59.63,29.812282051282054
5484,Tajikistan,Europe,59.79,19.244726923076925
5485,Pakistan,Eastern Mediterranean,59.83,38.40368181818182
5486,Iceland,Europe,6.03,19.244726923076925
5487,Norway,Europe,6.09,19.244726923076925
5488,Australia,Western Pacific,6.13,15.497559322033897
5489,Sweden,Europe,6.3,19.244726923076925
5490,Iceland,Europe,6.32,19.244726923076925
5491,Sweden,Europe,6.4,19.244726923076925
5492,Finland,Europe,6.41,19.244726923076925
5493,Iceland,Europe,6.48,19.244726923076925
5494,Niue,Western Pacific,6.52,15.497559322033897
5495,Niue,Western Pacific,6.52,15.497559322033897
5496,Norway,Europe,6.62,19.244726923076925
5497,Finland,Europe,6.73,19.244726923076925
5498,Tuvalu,Western Pacific,6.78,15.497559322033897
5499,Tuvalu,Western Pacific,6.78,15.497559322033897
5500,Sweden,Europe,6.81,19.244726923076925
5501,Marshall Islands,Western Pacific,6.83,15.497559322033897
5502,Iceland,Europe,6.9,19.244726923076925
5503,Australia,Western Pacific,6.91,15.497559322033897
5504,New Zealand,Western Pacific,6.92,15.497559322033897
5505,Canada,Americas,6.93,14.645727810650888
5506,Marshall Islands,Western Pacific,6.97,15.497559322033897
5507,China,Western Pacific,60.08,15.497559322033897
5508,Democratic People's Republic of Korea,South-East Asia,60.09,32.1457962962963
5509,Qatar,Eastern Mediterranean,60.35,38.40368181818182
5510,Democratic People's Republic of Korea,South-East Asia,60.53,32.1457962962963
5511,Afghanistan,Eastern Mediterranean,60.79,38.40368181818182
5512,Kuwait,Eastern Mediterranean,61.96,38.40368181818182
5513,India,South-East Asia,61.97,32.1457962962963
5514,Egypt,Eastern Mediterranean,62.02,38.40368181818182
5515,Egypt,Eastern Mediterranean,63.0,38.40368181818182
5516,Democratic People's Republic of Korea,South-East Asia,63.43,32.1457962962963
5517,Tajikistan,Europe,63.46,19.244726923076925
5518,Tajikistan,Europe,63.77,19.244726923076925
5519,Kuwait,Eastern Mediterranean,65.15,38.40368181818182
5520,Democratic People's Republic of Korea,South-East Asia,65.41,32.1457962962963
5521,Egypt,Eastern Mediterranean,65.55,38.40368181818182
5522,Kuwait,Eastern Mediterranean,65.59,38.40368181818182
5523,Tajikistan,Europe,67.24,19.244726923076925
5524,Afghanistan,Eastern Mediterranean,68.06,38.40368181818182
5525,Afghanistan,Eastern Mediterranean,68.85,38.40368181818182
5526,Mongolia,Western Pacific,69.17,15.497559322033897
5527,Kiribati,Western Pacific,7.01,15.497559322033897
5528,Australia,Western Pacific,7.01,15.497559322033897
5529,Portugal,Europe,7.05,19.244726923076925
5530,Australia,Western Pacific,7.06,15.497559322033897
5531,Australia,Western Pacific,7.08,15.497559322033897
5532,Tonga,Western Pacific,7.09,15.497559322033897
5533,Fiji,Western Pacific,7.09,15.497559322033897
5534,Finland,Europe,7.09,19.244726923076925
5535,New Zealand,Western Pacific,7.16,15.497559322033897
5536,Nauru,Western Pacific,7.18,15.497559322033897
5537,Nauru,Western Pacific,7.18,15.497559322033897
5538,Nauru,Western Pacific,7.18,15.497559322033897
5539,Estonia,Europe,7.18,19.244726923076925
5540,Sweden,Europe,7.18,19.244726923076925
5541,New Zealand,Western Pacific,7.19,15.497559322033897
5542,Tonga,Western Pacific,7.2,15.497559322033897
5543,Dominican Republic,Americas,7.21,14.645727810650888
5544,Fiji,Western Pacific,7.23,15.497559322033897
5545,New Zealand,Western Pacific,7.27,15.497559322033897
5546,Canada,Americas,7.29,14.645727810650888
5547,Marshall Islands,Western Pacific,7.32,15.497559322033897
5548,Marshall Islands,Western Pacific,7.32,15.497559322033897
5549,Micronesia (Federated States of),Western Pacific,7.32,15.497559322033897
5550,Kiribati,Western Pacific,7.33,15.497559322033897
5551,Samoa,Western Pacific,7.34,15.497559322033897
5552,Cook Islands,Western Pacific,7.35,15.497559322033897
5553,Cook Islands,Western Pacific,7.36,15.497559322033897
5554,Micronesia (Federated States of),Western Pacific,7.37,15.497559322033897
5555,Dominican Republic,Americas,7.38,14.645727810650888
5556,Norway,Europe,7.38,19.244726923076925
5557,Tonga,Western Pacific,7.4,15.497559322033897
5558,Tonga,Western Pacific,7.4,15.497559322033897
5559,Cook Islands,Western Pacific,7.41,15.497559322033897
5560,Cook Islands,Western Pacific,7.41,15.497559322033897
5561,Solomon Islands,Western Pacific,7.44,15.497559322033897
5562,New Zealand,Western Pacific,7.44,15.497559322033897
5563,Samoa,Western Pacific,7.55,15.497559322033897
5564,United States of America,Americas,7.55,14.645727810650888
5565,Solomon Islands,Western Pacific,7.62,15.497559322033897
5566,Micronesia (Federated States of),Western Pacific,7.63,15.497559322033897
5567,Micronesia (Federated States of),Western Pacific,7.63,15.497559322033897
5568,Norway,Europe,7.64,19.244726923076925
5569,Kiribati,Western Pacific,7.65,15.497559322033897
5570,Kiribati,Western Pacific,7.65,15.497559322033897
5571,Canada,Americas,7.68,14.645727810650888
5572,Dominican Republic,Americas,7.7,14.645727810650888
5573,Palau,Western Pacific,7.74,15.497559322033897
5574,Palau,Western Pacific,7.76,15.497559322033897
5575,Saint Kitts and Nevis,Americas,7.8,14.645727810650888
5576,Saint Kitts and Nevis,Americas,7.8,14.645727810650888
5577,Brunei Darussalam,Western Pacific,7.82,15.497559322033897
5578,Portugal,Europe,7.82,19.244726923076925
5579,Samoa,Western Pacific,7.83,15.497559322033897
5580,Samoa,Western Pacific,7.83,15.497559322033897
5581,Estonia,Europe,7.85,19.244726923076925
5582,Dominican Republic,Americas,7.87,14.645727810650888
5583,Brunei Darussalam,Western Pacific,7.88,15.497559322033897
5584,Palau,Western Pacific,7.9,15.497559322033897
5585,Palau,Western Pacific,7.9,15.497559322033897
5586,Portugal,Europe,7.9,19.244726923076925
5587,Canada,Americas,7.92,14.645727810650888
5588,Ireland,Europe,7.95,19.244726923076925
5589,Norway,Europe,7.96,19.244726923076925
5590,Tajikistan,Europe,74.15,19.244726923076925
5591,Fiji,Western Pacific,8.02,15.497559322033897
5592,Fiji,Western Pacific,8.02,15.497559322033897
5593,Dominica,Americas,8.02,14.645727810650888
5594,Brunei Darussalam,Western Pacific,8.02,15.497559322033897
5595,Dominican Republic,Americas,8.09,14.645727810650888
5596,Estonia,Europe,8.11,19.244726923076925
5597,Solomon Islands,Western Pacific,8.12,15.497559322033897
5598,Estonia,Europe,8.17,19.244726923076925
5599,Vanuatu,Western Pacific,8.2,15.497559322033897
5600,Saint Kitts and Nevis,Americas,8.22,14.645727810650888
5601,Portugal,Europe,8.22,19.244726923076925
5602,Estonia,Europe,8.24,19.244726923076925
5603,Saint Kitts and Nevis,Americas,8.25,14.645727810650888
5604,Brunei Darussalam,Western Pacific,8.27,15.497559322033897
5605,Papua New Guinea,Western Pacific,8.28,15.497559322033897
5606,Antigua and Barbuda,Americas,8.31,14.645727810650888
5607,Vanuatu,Western Pacific,8.36,15.497559322033897
5608,Dominica,Americas,8.36,14.645727810650888
5609,Papua New Guinea,Western Pacific,8.39,15.497559322033897
5610,United States of America,Americas,8.42,14.645727810650888
5611,Solomon Islands,Western Pacific,8.45,15.497559322033897
5612,Antigua and Barbuda,Americas,8.5,14.645727810650888
5613,Dominica,Americas,8.52,14.645727810650888
5614,Dominica,Americas,8.52,14.645727810650888
5615,Solomon Islands,Western Pacific,8.53,15.497559322033897
5616,United States of America,Americas,8.62,14.645727810650888
5617,Antigua and Barbuda,Americas,8.63,14.645727810650888
5618,Antigua and Barbuda,Americas,8.63,14.645727810650888
5619,Portugal,Europe,8.63,19.244726923076925
5620,Brunei Darussalam,Western Pacific,8.64,15.497559322033897
5621,Andorra,Europe,8.66,19.244726923076925
5622,Vanuatu,Western Pacific,8.72,15.497559322033897
5623,Vanuatu,Western Pacific,8.72,15.497559322033897
5624,Ireland,Europe,8.74,19.244726923076925
5625,Papua New Guinea,Western Pacific,8.79,15.497559322033897
5626,United Kingdom of Great Britain and Northern Ireland,Europe,8.81,19.244726923076925
5627,United States of America,Americas,8.95,14.645727810650888
5628,Afghanistan,Eastern Mediterranean,82.36,38.40368181818182
5629,Saint Vincent and the Grenadines,Americas,9.0,14.645727810650888
5630,Papua New Guinea,Western Pacific,9.03,15.497559322033897
5631,Spain,Europe,9.04,19.244726923076925
5632,Saint Lucia,Americas,9.06,14.645727810650888
5633,Saint Lucia,Americas,9.06,14.645727810650888
5634,Switzerland,Europe,9.07,19.244726923076925
5635,Saint Lucia,Americas,9.1,14.645727810650888
5636,Saint Lucia,Americas,9.13,14.645727810650888
5637,Papua New Guinea,Western Pacific,9.18,15.497559322033897
5638,United States of America,Americas,9.23,14.645727810650888
5639,Ireland,Europe,9.27,19.244726923076925
5640,Uruguay,Americas,9.28,14.645727810650888
5641,Ireland,Europe,9.28,19.244726923076925
5642,Ireland,Europe,9.29,19.244726923076925
5643,Haiti,Americas,9.33,14.645727810650888
5644,Andorra,Europe,9.35,19.244726923076925
5645,Barbados,Americas,9.36,14.645727810650888
5646,Russian Federation,Europe,9.42,19.244726923076925
5647,Uruguay,Americas,9.49,14.645727810650888
5648,Denmark,Europe,9.49,19.244726923076925
5649,Uruguay,Americas,9.52,14.645727810650888
5650,Saint Vincent and the Grenadines,Americas,9.55,14.645727810650888
5651,Uruguay,Americas,9.55,14.645727810650888
5652,Haiti,Americas,9.56,14.645727810650888
5653,Saint Vincent and the Grenadines,Americas,9.64,14.645727810650888
5654,Saint Vincent and the Grenadines,Americas,9.64,14.645727810650888
5655,Uruguay,Americas,9.67,14.645727810650888
5656,Andorra,Europe,9.73,19.244726923076925
5657,Andorra,Europe,9.73,19.244726923076925
5658,Luxembourg,Europe,9.77,19.244726923076925
5659,Haiti,Americas,9.92,14.645727810650888
5660,Grenada,Americas,9.92,14.645727810650888
5661,Barbados,Americas,9.95,14.645727810650888
5662,Monaco,Europe,9.97,19.244726923076925
5663,Monaco,Europe,9.97,19.244726923076925
5664,Monaco,Europe,9.97,19.244726923076925
5665,Luxembourg,Europe,9.97,19.244726923076925
5666,Kenya,Africa,9.98,29.812282051282054
