,Location,ParentLocation,PM25_Value,Average_PM25
548,Oman,Eastern Mediterranean,34.4,38.40368181818182
549,Gambia,Africa,34.42,29.812282051282054
550,Oman,Eastern Mediterranean,34.45,38.40368181818182
551,Central African Republic,Africa,34.65,29.812282051282054
552,Mali,Africa,34.75,29.812282051282054
553,Guinea-Bissau,Africa,34.82,29.812282051282054
554,Guinea-Bissau,Africa,34.85,29.812282051282054
555,Oman,Eastern Mediterranean,34.88,38.40368181818182
556,Gambia,Africa,34.91,29.812282051282054
557,Guinea,Africa,35.01,29.812282051282054
558,Mongolia,Western Pacific,35.04,15.497559322033897
559,Mauritania,Africa,35.07,29.812282051282054
560,Rwanda,Africa,35.25,29.812282051282054
561,Kazakhstan,Europe,35.44,19.244726923076925
562,Rwanda,Africa,35.48,29.812282051282054
563,Senegal,Africa,35.53,29.812282051282054
564,Rwanda,Africa,35.66,29.812282051282054
565,Togo,Africa,35.66,29.812282051282054
566,Nepal,South-East Asia,35.68,32.1457962962963
567,Rwanda,Africa,35.72,29.812282051282054
568,Oman,Eastern Mediterranean,35.76,38.40368181818182
569,Liberia,Africa,35.8,29.812282051282054
570,Cote d'Ivoire,Africa,36.04,29.812282051282054
571,Cote d'Ivoire,Africa,36.04,29.812282051282054
572,Kyrgyzstan,Europe,36.19,19.244726923076925
573,Sao Tome and Principe,Africa,36.24,29.812282051282054
574,Armenia,Europe,36.24,19.244726923076925
575,Iran (Islamic Republic of),Eastern Mediterranean,36.41,38.40368181818182
576,Nepal,South-East Asia,36.43,32.1457962962963
577,Sao Tome and Principe,Africa,36.46,29.812282051282054
578,Congo,Africa,36.49,29.812282051282054
579,Mali,Africa,36.54,29.812282051282054
580,Sierra Leone,Africa,36.64,29.812282051282054
581,Nepal,South-East Asia,36.75,32.1457962962963
582,Oman,Eastern Mediterranean,36.91,38.40368181818182
583,Nepal,South-East Asia,36.92,32.1457962962963
584,Iraq,Eastern Mediterranean,36.96,38.40368181818182
585,Nepal,South-East Asia,37.14,32.1457962962963
586,Democratic Republic of the Congo,Africa,37.44,29.812282051282054
587,Guinea,Africa,37.57,29.812282051282054
588,Senegal,Africa,37.58,29.812282051282054
589,Kyrgyzstan,Europe,37.58,19.244726923076925
590,Congo,Africa,37.81,29.812282051282054
591,Togo,Africa,37.88,29.812282051282054
592,Mongolia,Western Pacific,37.9,15.497559322033897
593,Iraq,Eastern Mediterranean,37.97,38.40368181818182
594,Bangladesh,South-East Asia,37.98,32.1457962962963
595,Burkina Faso,Africa,38.0,29.812282051282054
596,China,Western Pacific,38.15,15.497559322033897
597,Rwanda,Africa,38.18,29.812282051282054
598,Sierra Leone,Africa,38.19,29.812282051282054
599,Uzbekistan,Europe,38.19,19.244726923076925
600,Senegal,Africa,38.21,29.812282051282054
601,Armenia,Europe,38.26,19.244726923076925
602,Kazakhstan,Europe,38.39,19.244726923076925
603,Burkina Faso,Africa,38.47,29.812282051282054
604,Mali,Africa,38.55,29.812282051282054
605,Mauritania,Africa,38.62,29.812282051282054
606,Chad,Africa,38.74,29.812282051282054
607,Kyrgyzstan,Europe,38.77,19.244726923076925
608,United Arab Emirates,Eastern Mediterranean,38.93,38.40368181818182
609,Uganda,Africa,39.01,29.812282051282054
610,United Arab Emirates,Eastern Mediterranean,39.03,38.40368181818182
611,Gambia,Africa,39.1,29.812282051282054
612,China,Western Pacific,39.12,15.497559322033897
613,United Arab Emirates,Eastern Mediterranean,39.16,38.40368181818182
614,Iraq,Eastern Mediterranean,39.29,38.40368181818182
615,Democratic Republic of the Congo,Africa,39.29,29.812282051282054
616,Sierra Leone,Africa,39.42,29.812282051282054
617,Togo,Africa,39.42,29.812282051282054
618,Democratic People's Republic of Korea,South-East Asia,39.57,32.1457962962963
619,Kyrgyzstan,Europe,39.65,19.244726923076925
620,Congo,Africa,39.96,29.812282051282054
621,Bahamas,Americas,4.86,14.645727810650888
622,Guinea-Bissau,Africa,40.06,29.812282051282054
623,China,Western Pacific,40.17,15.497559322033897
624,Yemen,Eastern Mediterranean,40.25,38.40368181818182
625,Cote d'Ivoire,Africa,40.41,29.812282051282054
626,Liberia,Africa,40.53,29.812282051282054
627,Ghana,Africa,40.58,29.812282051282054
628,Burkina Faso,Africa,40.74,29.812282051282054
629,Kyrgyzstan,Europe,40.94,19.244726923076925
630,Uzbekistan,Europe,40.98,19.244726923076925
631,Chad,Africa,41.15,29.812282051282054
632,Mongolia,Western Pacific,41.3,15.497559322033897
633,Gambia,Africa,41.4,29.812282051282054
634,China,Western Pacific,41.42,15.497559322033897
635,Democratic People's Republic of Korea,South-East Asia,41.46,32.1457962962963
636,Yemen,Eastern Mediterranean,41.61,38.40368181818182
637,Yemen,Eastern Mediterranean,41.66,38.40368181818182
638,United Arab Emirates,Eastern Mediterranean,41.75,38.40368181818182
639,Democratic People's Republic of Korea,South-East Asia,41.8,32.1457962962963
640,Liberia,Africa,41.88,29.812282051282054
641,Mauritania,Africa,41.98,29.812282051282054
642,Senegal,Africa,42.18,29.812282051282054
643,Guinea,Africa,42.38,29.812282051282054
644,Bangladesh,South-East Asia,42.47,32.1457962962963
645,Guinea-Bissau,Africa,42.65,29.812282051282054
646,United Arab Emirates,Eastern Mediterranean,42.89,38.40368181818182
647,Iraq,Eastern Mediterranean,42.96,38.40368181818182
648,Chad,Africa,42.97,29.812282051282054
649,Yemen,Eastern Mediterranean,43.04,38.40368181818182
650,Sierra Leone,Africa,43.32,29.812282051282054
651,Ghana,Africa,43.37,29.812282051282054
652,Uzbekistan,Europe,43.49,19.244726923076925
653,Gambia,Africa,43.5,29.812282051282054
654,Yemen,Eastern Mediterranean,43.87,38.40368181818182
655,Democratic People's Republic of Korea,South-East Asia,43.93,32.1457962962963
656,Senegal,Africa,44.35,29.812282051282054
657,Uzbekistan,Europe,44.55,19.244726923076925
658,Mali,Africa,45.06,29.812282051282054
659,Guinea,Africa,45.36,29.812282051282054
660,Democratic People's Republic of Korea,South-East Asia,45.39,32.1457962962963
661,Sierra Leone,Africa,45.42,29.812282051282054
662,Iraq,Eastern Mediterranean,45.44,38.40368181818182
663,India,South-East Asia,45.63,32.1457962962963
664,Bangladesh,South-East Asia,45.99,32.1457962962963
665,Burkina Faso,Africa,46.04,29.812282051282054
666,Ghana,Africa,46.04,29.812282051282054
667,Cote d'Ivoire,Africa,46.58,29.812282051282054
668,Uzbekistan,Europe,46.63,19.244726923076925
669,Egypt,Eastern Mediterranean,46.73,38.40368181818182
670,Bangladesh,South-East Asia,46.85,32.1457962962963
671,Mali,Africa,48.51,29.812282051282054
672,Pakistan,Eastern Mediterranean,48.52,38.40368181818182
673,Niger,Africa,48.67,29.812282051282054
674,India,South-East Asia,49.95,32.1457962962963
675,Finland,Europe,5.06,19.244726923076925
676,Bahamas,Americas,5.2,14.645727810650888
677,Bahamas,Americas,5.2,14.645727810650888
678,Bahamas,Americas,5.2,14.645727810650888
679,Canada,Americas,5.2,14.645727810650888
680,Sweden,Europe,5.33,19.244726923076925
681,Nauru,Western Pacific,5.47,15.497559322033897
682,Finland,Europe,5.47,19.244726923076925
683,Bahamas,Americas,5.52,14.645727810650888
684,Iceland,Europe,5.56,19.244726923076925
685,Iceland,Europe,5.79,19.244726923076925
686,Estonia,Europe,5.79,19.244726923076925
687,Norway,Europe,5.83,19.244726923076925
688,Sweden,Europe,5.96,19.244726923076925
689,Pakistan,Eastern Mediterranean,50.02,38.40368181818182
690,Bangladesh,South-East Asia,50.12,32.1457962962963
691,Pakistan,Eastern Mediterranean,50.13,38.40368181818182
692,Niger,Africa,50.15,29.812282051282054
693,India,South-East Asia,50.17,32.1457962962963
694,Ghana,Africa,50.42,29.812282051282054
695,Tajikistan,Europe,50.58,19.244726923076925
696,Mongolia,Western Pacific,50.62,15.497559322033897
697,Niger,Africa,50.75,29.812282051282054
698,Burkina Faso,Africa,51.29,29.812282051282054
699,Mauritania,Africa,51.29,29.812282051282054
700,Bahrain,Eastern Mediterranean,51.38,38.40368181818182
701,Pakistan,Eastern Mediterranean,51.59,38.40368181818182
702,Bahrain,Eastern Mediterranean,51.59,38.40368181818182
703,Bahrain,Eastern Mediterranean,51.82,38.40368181818182
704,Bahrain,Eastern Mediterranean,51.84,38.40368181818182
705,India,South-East Asia,53.03,32.1457962962963
706,Qatar,Eastern Mediterranean,53.16,38.40368181818182
707,Pakistan,Eastern Mediterranean,53.18,38.40368181818182
708,Cameroon,Africa,53.31,29.812282051282054
709,Tajikistan,Europe,53.65,19.244726923076925
710,Tajikistan,Europe,53.85,19.244726923076925
711,Chad,Africa,54.01,29.812282051282054
712,Cote d'Ivoire,Africa,54.06,29.812282051282054
713,Qatar,Eastern Mediterranean,54.52,38.40368181818182
714,Nigeria,Africa,54.56,29.812282051282054
715,Ghana,Africa,54.63,29.812282051282054
716,Mauritania,Africa,54.7,29.812282051282054
717,Kuwait,Eastern Mediterranean,54.93,38.40368181818182
718,Nigeria,Africa,55.33,29.812282051282054
719,Niger,Africa,55.52,29.812282051282054
720,India,South-East Asia,55.57,32.1457962962963
721,Nigeria,Africa,55.64,29.812282051282054
722,Afghanistan,Eastern Mediterranean,56.0,38.40368181818182
723,Nigeria,Africa,56.02,29.812282051282054
724,Saudi Arabia,Eastern Mediterranean,56.22,38.40368181818182
725,Cameroon,Africa,56.37,29.812282051282054
726,Nigeria,Africa,56.48,29.812282051282054
727,Bahrain,Eastern Mediterranean,56.48,38.40368181818182
728,Tajikistan,Europe,56.8,19.244726923076925
729,Kuwait,Eastern Mediterranean,57.0,38.40368181818182
730,Saudi Arabia,Eastern Mediterranean,57.16,38.40368181818182
731,Mongolia,Western Pacific,58.21,15.497559322033897
732,Qatar,Eastern Mediterranean,59.04,38.40368181818182
733,Egypt,Eastern Mediterranean,59.27,38.40368181818182
734,Niger,Africa,59.53,29.812282051282054
735,Qatar,Eastern Mediterranean,59.96,38.40368181818182
736,Finland,Europe,6.03,19.244726923076925
737,Sweden,Europe,6.03,19.244726923076925
738,Iceland,Europe,6.07,19.244726923076925
739,Canada,Americas,6.16,14.645727810650888
740,Iceland,Europe,6.2,19.244726923076925
741,Finland,Europe,6.21,19.244726923076925
742,Norway,Europe,6.3,19.244726923076925
743,Estonia,Europe,6.35,19.244726923076925
744,Canada,Americas,6.39,14.645727810650888
745,Finland,Europe,6.4,19.244726923076925
746,Sweden,Europe,6.4,19.244726923076925
747,United States of America,Americas,6.42,14.645727810650888
748,Iceland,Europe,6.55,19.244726923076925
749,Estonia,Europe,6.57,19.244726923076925
750,Portugal,Europe,6.58,19.244726923076925
751,Estonia,Europe,6.61,19.244726923076925
752,Estonia,Europe,6.67,19.244726923076925
753,Canada,Americas,6.7,14.645727810650888
754,Sweden,Europe,6.71,19.244726923076925
755,Brunei Darussalam,Western Pacific,6.73,15.497559322033897
756,Niue,Western Pacific,6.74,15.497559322033897
757,Niue,Western Pacific,6.74,15.497559322033897
758,Brunei Darussalam,Western Pacific,6.76,15.497559322033897
759,Tuvalu,Western Pacific,6.81,15.497559322033897
760,Tuvalu,Western Pacific,6.81,15.497559322033897
761,Brunei Darussalam,Western Pacific,6.86,15.497559322033897
762,Canada,Americas,6.87,14.645727810650888
763,Brunei Darussalam,Western Pacific,6.96,15.497559322033897
764,Norway,Europe,6.96,19.244726923076925
765,Cameroon,Africa,60.52,29.812282051282054
766,Saudi Arabia,Eastern Mediterranean,60.54,38.40368181818182
767,Chad,Africa,60.7,29.812282051282054
768,Saudi Arabia,Eastern Mediterranean,60.73,38.40368181818182
769,Saudi Arabia,Eastern Mediterranean,60.92,38.40368181818182
770,Qatar,Eastern Mediterranean,60.94,38.40368181818182
771,Cameroon,Africa,61.63,29.812282051282054
772,Cameroon,Africa,62.02,29.812282051282054
773,Afghanistan,Eastern Mediterranean,62.47,38.40368181818182
774,Afghanistan,Eastern Mediterranean,62.49,38.40368181818182
775,Tajikistan,Europe,62.65,19.244726923076925
776,Egypt,Eastern Mediterranean,63.16,38.40368181818182
777,Kuwait,Eastern Mediterranean,64.08,38.40368181818182
778,Egypt,Eastern Mediterranean,64.1,38.40368181818182
779,Egypt,Eastern Mediterranean,66.42,38.40368181818182
780,Kuwait,Eastern Mediterranean,67.22,38.40368181818182
781,Kuwait,Eastern Mediterranean,67.67,38.40368181818182
782,Marshall Islands,Western Pacific,7.07,15.497559322033897
783,Dominican Republic,Americas,7.1,14.645727810650888
784,United States of America,Americas,7.1,14.645727810650888
785,Kiribati,Western Pacific,7.18,15.497559322033897
786,United States of America,Americas,7.18,14.645727810650888
787,Norway,Europe,7.19,19.244726923076925
788,Marshall Islands,Western Pacific,7.21,15.497559322033897
789,Fiji,Western Pacific,7.23,15.497559322033897
790,Dominican Republic,Americas,7.25,14.645727810650888
791,Portugal,Europe,7.29,19.244726923076925
792,Portugal,Europe,7.34,19.244726923076925
793,Fiji,Western Pacific,7.36,15.497559322033897
794,Brunei Darussalam,Western Pacific,7.36,15.497559322033897
795,Tonga,Western Pacific,7.39,15.497559322033897
796,Nauru,Western Pacific,7.4,15.497559322033897
797,Nauru,Western Pacific,7.4,15.497559322033897
798,Nauru,Western Pacific,7.4,15.497559322033897
799,United States of America,Americas,7.41,14.645727810650888
800,Norway,Europe,7.49,19.244726923076925
801,Ireland,Europe,7.5,19.244726923076925
802,Tonga,Western Pacific,7.52,15.497559322033897
803,Samoa,Western Pacific,7.54,15.497559322033897
804,Marshall Islands,Western Pacific,7.55,15.497559322033897
805,Marshall Islands,Western Pacific,7.55,15.497559322033897
806,United States of America,Americas,7.57,14.645727810650888
807,Dominican Republic,Americas,7.59,14.645727810650888
808,Kiribati,Western Pacific,7.62,15.497559322033897
809,Saint Kitts and Nevis,Americas,7.62,14.645727810650888
810,Saint Kitts and Nevis,Americas,7.62,14.645727810650888
811,Portugal,Europe,7.63,19.244726923076925
812,Solomon Islands,Western Pacific,7.64,15.497559322033897
813,Micronesia (Federated States of),Western Pacific,7.71,15.497559322033897
814,Tonga,Western Pacific,7.74,15.497559322033897
815,Tonga,Western Pacific,7.74,15.497559322033897
816,Russian Federation,Europe,7.74,19.244726923076925
817,Dominican Republic,Americas,7.76,14.645727810650888
818,Cook Islands,Western Pacific,7.77,15.497559322033897
819,Samoa,Western Pacific,7.78,15.497559322033897
820,Micronesia (Federated States of),Western Pacific,7.79,15.497559322033897
821,Switzerland,Europe,7.79,19.244726923076925
822,Cook Islands,Western Pacific,7.8,15.497559322033897
823,Palau,Western Pacific,7.81,15.497559322033897
824,Palau,Western Pacific,7.82,15.497559322033897
825,United Kingdom of Great Britain and Northern Ireland,Europe,7.82,19.244726923076925
826,Solomon Islands,Western Pacific,7.83,15.497559322033897
827,Cook Islands,Western Pacific,7.87,15.497559322033897
828,Cook Islands,Western Pacific,7.87,15.497559322033897
829,Dominica,Americas,7.87,14.645727810650888
830,Palau,Western Pacific,7.92,15.497559322033897
831,Palau,Western Pacific,7.92,15.497559322033897
832,Australia,Western Pacific,7.94,15.497559322033897
833,Andorra,Europe,7.96,19.244726923076925
834,Kiribati,Western Pacific,7.98,15.497559322033897
835,Kiribati,Western Pacific,7.98,15.497559322033897
836,Dominican Republic,Americas,7.98,14.645727810650888
837,Portugal,Europe,7.98,19.244726923076925
838,Afghanistan,Eastern Mediterranean,75.19,38.40368181818182
839,Saint Kitts and Nevis,Americas,8.05,14.645727810650888
840,Samoa,Western Pacific,8.07,15.497559322033897
841,Samoa,Western Pacific,8.07,15.497559322033897
842,Saint Kitts and Nevis,Americas,8.08,14.645727810650888
843,Vanuatu,Western Pacific,8.12,15.497559322033897
844,Antigua and Barbuda,Americas,8.12,14.645727810650888
845,Micronesia (Federated States of),Western Pacific,8.13,15.497559322033897
846,Micronesia (Federated States of),Western Pacific,8.13,15.497559322033897
847,Fiji,Western Pacific,8.14,15.497559322033897
848,Fiji,Western Pacific,8.14,15.497559322033897
849,Ireland,Europe,8.2,19.244726923076925
850,Dominica,Americas,8.22,14.645727810650888
851,Uruguay,Americas,8.24,14.645727810650888
852,Spain,Europe,8.28,19.244726923076925
853,Antigua and Barbuda,Americas,8.3,14.645727810650888
854,New Zealand,Western Pacific,8.31,15.497559322033897
855,Solomon Islands,Western Pacific,8.38,15.497559322033897
856,Dominica,Americas,8.38,14.645727810650888
857,Dominica,Americas,8.38,14.645727810650888
858,Vanuatu,Western Pacific,8.42,15.497559322033897
859,Antigua and Barbuda,Americas,8.42,14.645727810650888
860,Antigua and Barbuda,Americas,8.42,14.645727810650888
861,Luxembourg,Europe,8.43,19.244726923076925
862,Uruguay,Americas,8.46,14.645727810650888
863,Uruguay,Americas,8.48,14.645727810650888
864,Uruguay,Americas,8.51,14.645727810650888
865,Andorra,Europe,8.52,19.244726923076925
866,New Zealand,Western Pacific,8.54,15.497559322033897
867,Uruguay,Americas,8.6,14.645727810650888
868,New Zealand,Western Pacific,8.61,15.497559322033897
869,Ireland,Europe,8.66,19.244726923076925
870,Ireland,Europe,8.68,19.244726923076925
871,New Zealand,Western Pacific,8.69,15.497559322033897
872,Solomon Islands,Western Pacific,8.7,15.497559322033897
873,Ireland,Europe,8.7,19.244726923076925
874,Luxembourg,Europe,8.74,19.244726923076925
875,Papua New Guinea,Western Pacific,8.78,15.497559322033897
876,Solomon Islands,Western Pacific,8.78,15.497559322033897
877,Denmark,Europe,8.8,19.244726923076925
878,Switzerland,Europe,8.81,19.244726923076925
879,United Kingdom of Great Britain and Northern Ireland,Europe,8.83,19.244726923076925
880,Saint Vincent and the Grenadines,Americas,8.88,14.645727810650888
881,Russian Federation,Europe,8.88,19.244726923076925
882,Andorra,Europe,8.88,19.244726923076925
883,Andorra,Europe,8.88,19.244726923076925
884,Papua New Guinea,Western Pacific,8.89,15.497559322033897
885,Luxembourg,Europe,8.89,19.244726923076925
886,New Zealand,Western Pacific,8.93,15.497559322033897
887,Australia,Western Pacific,8.93,15.497559322033897
888,Saint Lucia,Americas,8.94,14.645727810650888
889,Saint Lucia,Americas,8.94,14.645727810650888
890,Switzerland,Europe,8.97,19.244726923076925
891,Saint Lucia,Americas,8.98,14.645727810650888
892,Afghanistan,Eastern Mediterranean,84.04,38.40368181818182
893,Saint Lucia,Americas,9.0,14.645727810650888
